ID,imdb_title_id,title,original_title,Year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
65245,tt3567194,Red Dog: True Blue,Red Dog: True Blue,2016,12/26/2016,"Comedy, Drama, Family",88,Australia,English,Kriv Stenders,Daniel Taplitz,Good Dog Enterprises,"Jason Isaacs, Levi Miller, Bryan Brown, Hanna Mangan Lawrence, Thomas Cocquerel, John Jarratt, Justine Clarke, Zen McGrath, Winta McGrath, Steve Le Marquand, Syd Brisbane, Kee Chan, Kelton Pell, Calen Tassone, Phoenix","An iconic Australian story of family, friendship and adventure, between a young boy and a scrappy one-of-a-kind dog that would grow up to become an Australian legend.",6.4,1542,,,"$6,625,303",,17,26
65251,tt3569230,Legend,Legend,2015,9/9/2015,"Biography, Crime, Drama",132,"UK, France, USA",English,Brian Helgeland,"Brian Helgeland, John Pearson",Cross Creek Pictures,"Paul Anderson, Tom Hardy, Christopher Eccleston, Joshua Hill, Emily Browning, Colin Morgan, Tara Fitzgerald, Nicholas Farrell, Adam Fogerty, Mel Raido, Major Johnson Finley, Millie Brady, Chris Mason, Stephen Thompson, Sam Spruell",Identical twin gangsters Ronald and Reginald Kray terrorize London during the 1960s.,6.9,143622,"$30,000,000","$1,872,994","$42,972,994",55,240,282
65257,tt3569782,Jigarthanda,Jigarthanda,2014,8/1/2014,"Action, Crime, Drama",171,India,Tamil,Karthik Subbaraj,"Karthik Subbaraj, Karthik Subbaraj",Five Star Films,"Siddharth, Bobby Simha, Lakshmi Menon, Nassar, Aadukalam Naren, Guru Somasundaram, Karunakaran, Sangili Murugan, Delhi Ganesh, Ambika, Sudha, Bagavathi Perumal, Rajkumar, Vinodhini Vaidynathan, Ramachandran","An aspiring director targets a ruthless gangster because he wants to make a violent gangster film. His discreet attempts to research the gangster fail miserably. Finally when he gets caught snooping, things hit the fan.",8.3,8945,INR 300000000,,"$24,274",,38,20
65258,tt3569788,Naan Sigappu Manithan,Naan Sigappu Manithan,2014,4/11/2014,"Action, Drama, Thriller",149,India,"Tamil, Telugu",Thiru,Thiru,UTV Motion Pictures,"Vishal, Lakshmi Menon, Iniya, Saranya Ponvannan, V. Jayaprakash, Sunder Ramu, Jagan, Chethan Cheenu, Pyramid Natarajan, Jayabalan, Prinz Nithik, Nisha Krishnan",A narcoleptic becomes a vigilante when tragedy strikes.,6.5,863,,,INR 740000000,,8,
65272,tt3574822,Bobby the Hedgehog,Bobby the Hedgehog,2016,7/22/2016,Animation,94,"USA, China",English,Jianming Huang,"Jianming Huang, Xiaoyu Wu",Beijing Skywheel Entertainment Co.,"Chevy Chase, Jon Heder, Kari Wahlgren, Todd Haberkorn, Keith Silverstein, Patrick Seitz, Max Mittelman, Anthony Padilla, Kyle Hebert, Michelle Ruff, Ian Hecox, Lex Lang, Jenn McAllister, Stephen Mendel, Katelyn Gault","The prideful and arrogant Bobby is the strongest hedgehog as well as the exception and rebellion in the whole hedgehog tribe. However, During his fight with ""Tie Tui"", he accidently gets ...",4.1,176,"$25,000,000",,"$1,670,217",,12,2
65274,tt3575258,The Divine Tragedies,The Divine Tragedies,2015,10/3/2015,"Drama, Horror, Thriller",98,USA,English,Jose Prendes,"Jose Prendes, Jose Prendes",Dual Visions,"Graham Denman, Hannah Levien, Krystal Beyer, Barbara Crampton, Ken Foree, Joshua Lou Friedman, Jon Kondelik, Alex Llera, Lynn Lowry, Giselle Marie, Brendan Mitchell, James Andrew Oster, Shawn C. Phillips, Ruben Pla, Jessica Prendes","Two brothers, Charles and Thomas, who feel they are of superior intelligence, concoct a deadly game of murder to fulfill their devious fantasies, but doing so derails their relationship with horrifying results.",3.4,286,,,,,4,21
65278,tt3576728,Bilal: A New Breed of Hero,Bilal: A New Breed of Hero,2015,9/8/2016,"Animation, Action, Adventure",105,"United Arab Emirates, USA, Switzerland",English,"Khurram H. Alavi, Ayman Jamal","Ayman Jamal, Ayman Jamal",Barajoun Entertainment,"Adewale Akinnuoye-Agbaje, Ian McShane, China Anne McClain, Thomas Ian Nicholas, Michael Gross, Cynthia Kaye McWilliams, Jacob Latimore, Fred Tatasciore, Jon Curry, Mick Wingert, Dave B. Mitchell, Al Rodrigo, Andre Robinson, Sage Ryan, Quinton Flynn","A thousand years ago, one boy with a dream of becoming a great warrior is abducted with his sister and taken to a land far away from home. Thrown into a world where greed and injustice rule all, Bilal finds the courage to raise his voice and make a change. Inspired by true events, this is a story of a real hero who earned his remembrance in time and history.",8,17188,"$30,000,000","$490,973","$3,087,832",52,119,37
65285,tt3579158,Hood,Hood,2015,8/4/2015,Action,100,USA,English,Michael Lansu,Michael Lansu,34th Street Films,"Matt Singletary, Malik Yoba, Curley 'Boo' Johnson, Brit Scales, Darren Jones, Richard Esteras, Thea Camara, Salvatore Covello, Harold Dennis, Reyna Esteras, Dennis Hindman, JoJo Romero","When RJ (Matt Singletary) returns home to Chicago after an 8 year tour in the army, he quickly finds that the streets he once knew are now eerily similar to the war torn villages and ...",2.9,114,"$1,000,000",,,,2,1
65292,tt3580074,Friends Effing Friends Effing Friends,Friends Effing Friends Effing Friends,2016,10/11/2016,"Comedy, Drama, Romance",77,USA,English,Quincy Rose,"Quincy Rose, Quincy Rose",Cut and Paste Movie,"Tyler Dawson, Christina Gooding, Jillian Federman, Graham Skipper, Vanessa Dubasso, Julian Wells, Quincy Rose","A post-modern romantic comedy about luck and timing in relationships, missed opportunities, unrequited love and how the grass always appears to be greener on the other side.",4.7,112,,,,,2,9
65304,tt3584354,Man Vs.,Man Vs.,2015,11/13/2015,"Horror, Sci-Fi, Thriller",87,Canada,English,Adam Massey,"Adam Massey, Thomas Michael",Darius Films,"Chris Diamantopoulos, Chloe Bradt, Michael Cram, Kelly Fanson, Sam Kalilieh, Alex Karzis, Constantine Meglis, Drew Nelson, Kate Ziegler",A mysterious stalker plagues a reality tv survivalist during his five days alone for a new season of his show in the northern Ontario wilderness; and the figure may not be human.,5.6,2450,,,,,54,15
65309,tt3586118,Hero of the Underworld,Hero of the Underworld,2016,11/14/2016,Drama,90,USA,English,John Vincent,Tom Malloy,Mad Dog Movies,"Catherine Mary Stewart, Gabriel Jarret, Quinton Aaron, Krista Kalmus, Nicole Arianna Fox, Chris Ashworth, Tom Malloy, Erik Aude, Lisa Varga, Mark Irvingsen, Paulo Benedeti, Liz Cameron, Law Tarello, Jamie Ridgeway, Dale Wade Davis","Dylan Berrick is the polished and skillful Overnight Manager of the Century Grand, one of the most classy and upscale hotels in the city. After a shocking night, when a woman named Holly is...",4.1,141,"$1,500,000",,,,4,1
65310,tt3586930,Kill Kane,Kill Kane,2016,1/18/2016,"Crime, Thriller",74,UK,,Adam Stephen Kelly,"Christian Sellers, Andrew Jones",North Bank Entertainment,"Vinnie Jones, Nicole Faraday, Sebastian Street, Sean Cronin, Dan Richardson, Conor Boru, Benjamin Way, Sarah Alexandra Marks, Michael Bailey, Mitchell Fisher, Jared Morgan, Lee Bane, Finelle Grace Batista, Kane Surry, Kevin Foster","A teacher's world is torn apart when his wife and children are brutally murdered at the hands of a ruthless gang. Left for dead and with no one to turn to, he takes matters into his own hands and hits the streets in search of justice.",3.7,768,GBP 75000,,,,15,10
65314,tt3588588,Backtrace,Backtrace,2018,12/14/2018,"Action, Crime, Drama",92,"Canada, USA",English,Brian A. Miller,Mike Maples,Diamond Films,"Sylvester Stallone, Ryan Guzman, Matthew Modine, Meadow Williams, Christopher McDonald, Colin Egglesfield, Lydia Hull, Swen Temmel, Jenna Willis, Heather Johansen, Tyler Jon Olson, Baylee Curran, Alanna Tremblay, Sergio Rizzuto, Tamara Callie",The lone surviving thief of a violent armored car robbery is sprung from a high security facility and administered an experimental drug.,3.7,2304,,,"$490,636",,66,40
65315,tt3588938,Bigfoot vs. D.B. Cooper,Bigfoot vs. D.B. Cooper,2014,7/1/2014,Horror,77,USA,English,David DeCoteau,"Harvey Shaiman, David DeCoteau",Rapid Heart Pictures,"Jordan Rodriguez, Liam Watkins, D.J. Aiken, Kyle Dominguez, Keith Metcalf, Adam Graff, Terence J. Rotolo, Nils Allen Stewart, Eric Roberts, Linnea Quigley, David DeCoteau",When several young hunters arrive at a secluded lodge in the Pacific Northwest little do they know that they will become the hunted.,1.5,186,,,,,8,5
65321,tt3590482,Bey Yaar,Bey Yaar,2014,8/29/2014,"Comedy, Drama, Family",150,India,Gujarati,Abhishek Jain,"Niren Bhatt, Bhavesh Mandalia",CineMan Productions,"Darshan Jariwala, Manoj Joshi, Aarti Patel, Amit Mistry, Kavin Dave, Divyang Thakkar, Pratik Gandhi, Samvedna Suwalka, Sonal Ambani, Hardik Aswani, Prashant Barot, Karteik Bhatt, Hari Brahmbhatt, Subhash Brahmbhatt, Hemang Dave","In the desperation to earn quick money, two best friends put their moral values at stake and end up losing their pride and dignity. They then choose a wrong path to set things right and snatch back what was rightfully theirs.",8.6,1732,INR 20000000,,,,31,
65323,tt3591436,Night Owls,Night Owls,2015,7/15/2016,"Comedy, Drama",90,USA,English,Charles Hood,"Seth Goldsmith, Charles Hood",Haven Entertainment,"Adam Pally, Rosa Salazar, Rob Huebel, Tony Hale, Peter Krause","After workaholic Kevin has a drunken one night stand with the beautiful train-wreck Madeline, he's horrified to discover that she's actually his boss' jilted ex-mistress. When she takes a ...",6.2,2081,,,,73,20,12
65327,tt3591946,Robo-Dog,Robo-Dog,2015,10/14/2015,"Family, Sci-Fi",87,USA,English,Jason Murphy,Anthony Steven Giordano,Consolidated Media Holdings,"Mac, Michael Campion, Patrick Muldoon, Olivia d'Abo, Wallace Shawn, Kenny Beaumont, James Arnold Taylor, Tony Robinette, Tara McDonald, Alvin Aki, Robert Giordano, Matthew John Sagapolutele, Anthony Steven Giordano, Ed Budd, Kenny Babel","ROBO-DOG is a real-world fantasy film for the whole family. When Tyler's furry best friend dies tragically, his inventor Dad creates a new dog to take his place - complete with mechanical ...",4.4,193,,,,,4,2
65345,tt3595298,Prem Ratan Dhan Payo,Prem Ratan Dhan Payo,2015,11/13/2015,"Action, Drama, Musical",164,India,"Hindi, Tamil, English, French",Sooraj R. Barjatya,"Sooraj R. Barjatya, Aash Karan Atal",Rajshri Productions,"Salman Khan, Sonam Kapoor, Neil Nitin Mukesh, Deepak Dobriyal, Arman Kohli, Swara Bhaskar, Aashika Bhatia, Deep Raj Rana, Manoj Joshi, Sanjay Mishra, Samaira Rao, Anupam Kher, Suhasini Mulay, Sameer Dharmadhikari, Prem Khan","While recovering from an assassination attempt four days before his coronation, a stern prince is replaced by a romantic lookalike.",4.6,16101,INR 1800000000,"$4,364,639","$52,556,824",,154,36
65357,tt3598222,Mercenaries,Mercenaries,2014,8/5/2014,"Action, Adventure",89,USA,English,Christopher Ray,Edward DeRuiter,The Asylum,"ZoÃ« Bell, Kristanna Loken, Vivica A. Fox, Brigitte Nielsen, Cynthia Rothrock, Nicole Bilderback, Tim Abell, Gerald Webb, Edward DeRuiter, Alexis Raich, Tiffany Panhilason, Bernard Babish, Morgan Benoit, Dmitri S. Boudrine, Kevin Fry","The President's daughter is captured and imprisoned while touring a war zone, so a team of elite female commandos is assembled to infiltrate a women's prison for a daring rescue.",3.7,2159,,,,,31,40
65359,tt3599642,Swearnet Live,Swearnet Live,2014,10/1/2014,Comedy,75,Canada,English,"Mike Smith, John Paul Tremblay","Mike Smith, John Paul Tremblay",Swearnet,"John Paul Tremblay, Robb Wells, Mike Smith, Patrick Roach, Leigh MacInnis, Jay Baruchel, Eli Braden, Shane Brennan, Jim Cuddy, John Dunsworth, Luke Gordon, Tom Green, Alex Lifeson, Cut Loose, Rick Mercer","The actors who play the ""trailer park boys"", host a ""live"" show to launch their new online video website.",4.5,418,,,,,,
65367,tt3677840,Angel of Reckoning,Angel of Reckoning,2016,9/20/2016,"Action, Horror, Thriller",104,USA,English,Len Kabasinski,Len Kabasinski,KillerWolf Films,"Jessica Kabasinski, Donna Hamblin, Jasmin St. Claire, Lisa Neeld, Deborah Dutch, Frederick Williams, Jawn Gross, Hunter McKenrick, Khila Freeman, Joseph Mellesh, Dave Campbell, Luc Bernier, Mark Kosobucki, Kirsten McCain, Andy O'Dell","Rachel, a female war veteran, returns home only to launch her own personal vendetta against the criminal underworld when a family member mysteriously dies. The underworld kingpin rules with...",2.5,219,,,,,7,3
65372,tt3678938,Humpty Sharma Ki Dulhania,Humpty Sharma Ki Dulhania,2014,7/11/2014,"Comedy, Drama, Romance",133,India,"Hindi, English",Shashank Khaitan,Shashank Khaitan,Dharma Productions,"Varun Dhawan, Alia Bhatt, Ashutosh Rana, Sidharth Shukla, Sahil Vaid, Gaurav Pandey, Jaswant Daman, Kenneth Desai, Deepika Amin, Mahnaz Damania, Aditya Sharma, Arshpreet, Ashish Bhargava, Balbir, Bhanu Pratap Singh",Two spoiled brats meet over the purchase of an expensive wedding skirt in Delhi. Thus begins a romance under the shadow of her arranged marriage.,6,10072,,"$380,011","$746,788",,59,22
65376,tt3680410,Last Cab to Darwin,Last Cab to Darwin,2015,6/10/2016,"Comedy, Drama, Romance",123,Australia,English,Jeremy Sims,"Reg Cribb, Reg Cribb",Last Cab Productions,"Michael Caton, Ningali Lawford, Mark Coles Smith, Emma Hamilton, Jacki Weaver, John Howard, Alan Dukes, David Field, Kelly Butler, Elliott Weston, Brian Taylor, Jeremy Cumpston, Christopher Stollery, Andrew Ryan, Mercia Deane-Johns","When Rex, a Broken Hill cab driver, is told he doesn't have long to live, he sets out on an epic journey to Darwin in a bid to die on his own terms.",7.2,3171,AUD 3992880,"$34,193","$5,543,036",70,36,29
65380,tt3681422,Uttama Villain,Uttama Villain,2015,5/1/2015,"Comedy, Drama",171,India,"Tamil, Telugu",Ramesh Aravind,"Kamal Haasan, Crazy Mohan",Raajkamal Films International,"Kamal Haasan, K. Balachander, K. Viswanath, Nassar, Jayaram, Urvashi, Pooja Kumar, Andrea Jeremiah, Parvathy Thiruvothu, Parvatii Nair, M.S. Bhaskar, Chitra Lakshmanan, Ananth Narayan Mahadevan, Shanmugha Rajan, Gnanasambandam","Manoranjan, a superstar, is counting his last days due to brain tumor. How he goes about his final wish of doing a comedy film with his mentor Margadarsi forms the crux of the story.",7.2,2433,,,"$110,119",,35,4
65386,tt3681464,Arima Nambi,Arima Nambi,2014,7/4/2014,"Action, Thriller",151,India,Tamil,Anand Shankar,Anand Shankar,V. Creations,"Vikram Prabhu, Priya Anand, J.D. Chakravarthi, M.S. Bhaskar, Lekha Washington, Aruldoss, Yog Japee, Arjunan, Shankar Sundaram, Natasa Stankovic, Muralee, Raneesh, Sathish, Ravi, Vijaya Muthu",A high end car salesman tries to investigate the kidnapping of his date and soon finds himself in embroiled in a political conspiracy of epic proportions.,6.9,925,,,,,4,2
65387,tt3681470,Vai Raja Vai,Vai Raja Vai,2015,5/1/2015,"Comedy, Thriller",118,India,Tamil,Aishwarya Dhanush,"Aishwarya Dhanush, Madhan Karky",AGS Entertainment,"Gautham Karthik, Priya Anand, Taapsee Pannu, Vivek, Daniel Balaji, Sathish, Vasanth, Gayathri Raghuram, Sriranjani, Bose Venkat, M.S. Bhaskar, Manobala, Mayilsamy, Swaminathan, Besant Ravi",A man with the power of intuition gets into gambling.,5.6,536,,,,,4,1
65388,tt3681488,Irumbu Kuthirai,Irumbu Kuthirai,2014,8/29/2014,"Action, Drama",126,India,Tamil,Yuvaraj Bose,,AGS Entertainment,"Atharvaa Murali, Priya Anand, Johnny Nguyen, Raai Laxmi, Alisha Abdullah, Joshna, Jagan, Manobala, Devadarshini Chetan, Anupama Kumar, Akshara Gowda","Haunted by his past, Prithvi remains a poor performer at the workplace. He begins to move on with the help of his girlfriend. But, all hell breaks loose, when she is kidnapped by mysterious bikers.",4.2,153,,,,,1,1
65391,tt3682546,Betrothed,Betrothed,2016,2/8/2016,Thriller,90,USA,English,Jim Lane,Jeff Rosenberg,Red Cardinal Films,"Mikayla Gibson, Joey Bell, David Brown, Elizabeth Castillo, Jamie B. Cline, Adam Dunnells, Leticia Farr, David Fernandez Jr., Bunny Gibson, Tim Gilberg, Omar Gooding, Reatha Grey, Willow Hale, Malek Hanna, Trae Ireland","A trip to the store turns into a surreal nightmare when a college student is kidnapped by a deranged, dysfunctional family. Now Audra West finds herself trapped in the middle of the desert,...",3.6,170,"$450,000",,,,5,9
65406,tt3685236,Ibiza,Ibiza,2018,5/25/2018,"Comedy, Romance",94,USA,English,Alex Richanbach,Lauryn Kahn,Gary Sanchez Productions,"Gwen Elizabeth Duchon, Gillian Jacobs, Michaela Watkins, Phoebe Robinson, Vanessa Bayer, FÃ©lix GÃ³mez, Tea Vracic, Bojan Ban, Richard Madden, Tara Thaller, Marko Paradzik, Ivan Devcic, Jordi MollÃ , Bozena Bilanovic, Coco Bolleboom",A young American woman and her two best friends seek out a hot DJ in Spain.,5.2,13695,,,,56,239,25
65407,tt3685328,How to Beat a Bully,How to Beat a Bully,2015,10/1/2015,Family,84,USA,English,Doug Bilitch,"Marilyn Anderson, Richard Rossner",Dream Factory Entertainment,"Grant McLellan, Eric Lauritzen, Elise Angell, Ian Tucker, Bryan Yoshi Brown, Kade Pait, Vince Donvito, Micah Lyons, Griffen Beebe, Robert E. Weiner, Kenn Schmidt, Ed Dyer, Pamela Munro, Amy Lyndon, Pearce Joza","This is a family comedy with an anti-bullying theme. When a new kid named Cory moves to town, he's picked on by the school bullies. To protect himself, he doesn't use his fists-he uses his ...",5.4,125,"$1,200,000",,,,13,12
65428,tt3687118,Game of Aces,Game of Aces,2016,9/9/2016,"Action, Adventure, War",97,USA,English,Damien Lay,Damien Lay,Layfilm,"Chris Klein, Victoria Summer, Werner Daehn, Randy Oglesby, Sarah Lynn Dawson, Guido Foehrweisser, Arthur Kleinpell III",A rescue attempt of a German traitor during World War I has unexpected consequences and sets off an adventure across the Arabian desert.,4.4,127,"$500,000",,,,7,3
65434,tt3687398,The Runner,The Runner,2015,8/7/2015,Drama,90,USA,English,Austin Stark,Austin Stark,Paper Street Films,"Nicolas Cage, Sarah Paulson, Peter Fonda, Connie Nielsen, Wendell Pierce, Bryan Batt, Christopher Berry, Ciera Payton, Fredric Lehne, James Moses Black, Donna Duplantier, Brooke Hoover, Darcel White Moreno, Kerry Kahill, Marcus Lyle Brown","In the aftermath of the 2010 BP oil spill, an idealistic but flawed politician is forced to confront his dysfunctional life after his career is destroyed in a sex scandal.",4.7,4676,"$6,000,000",,"$93,296",39,28,38
65442,tt3691740,The BFG,The BFG,2016,7/22/2016,"Adventure, Family, Fantasy",117,"USA, India",English,Steven Spielberg,"Melissa Mathison, Roald Dahl",Walt Disney Pictures,"Mark Rylance, Ruby Barnhill, Penelope Wilton, Jemaine Clement, Rebecca Hall, Rafe Spall, Bill Hader, Ã“lafur Darri Ã“lafsson, Adam Godley, Michael Adamthwaite, Daniel Bacon, Jonathan Holmes, Chris Gibbs, Paul Moniz de Sa, Marilyn Norry","An orphan little girl befriends a benevolent giant who takes her to Giant Country, where they attempt to stop the man-eating giants that are invading the human world.",6.4,71113,"$140,000,000","$55,483,770","$183,288,689",66,242,362
